STATE,DISTRICT,YEAR,CROP,AREA,PRODUCTION,YIELD,SEASON,ph,organic matter(%),Available Nitrogen(Kg./Ha.),Available Phosphorus(Kg./Ha.),Available Potash(Kg./Ha.),TOTAL RAINFALL PER YEAR(mm)
BIHAR,Chutra,1998,LINSEED,,166,,RABI,,,,,,
BIHAR,Chutra,1998,WHEAT,,6897,,RABI,,,,,,
BIHAR,Chutra,1998,MAIZE,,41,,SUMMER,,,,,,
BIHAR,Chutra,1999,RICE,,3648,,KHARIF,,,,,,
BIHAR,Chutra,1998,ARHAR (TUR),,1750,,KHARIF,,,,,,
BIHAR,Chutra,1998,SUNFLOWER,,24,,KHARIF,,,,,,
BIHAR,Chutra,1998,SUGARCANE,,19322,,WHOLE YEAR,,,,,,
BIHAR,Chutra,1999,SUGARCANE,,14127,,WHOLE YEAR,,,,,,
BIHAR,Chutra,1998,ONION,,1025,,WHOLE YEAR,,,,,,
BIHAR,Chutra,1998,MAIZE,,6699,,TOTAL,,,,,,
BIHAR,Chutra,1998,RAGI,,333,,WHOLE YEAR,,,,,,
BIHAR,Chutra,1998,GRAM,,1847,,RABI,,,,,,
BIHAR,Chutra,1998,BAJRA,,2,,KHARIF,,,,,,
BIHAR,Chutra,1998,NIGER SEED,,985,,KHARIF,,,,,,
BIHAR,Chutra,1999,MAIZE,,5310,,KHARIF,,,,,,
BIHAR,Chutra,1999,RAGI,,350,,KHARIF,,,,,,
BIHAR,Chutra,1998,SESAMUM,,146,,KHARIF,,,,,,
BIHAR,Chutra,1998,SMALL MILLETS,,114,,KHARIF,,,,,,
BIHAR,Chutra,1998,DRY CHILLIES,,32,,WHOLE YEAR,,,,,,
BIHAR,Chutra,1998,MAIZE,,6658,,KHARIF,,,,,,
BIHAR,Chutra,1998,MESTA,,44,,KHARIF,,,,,,
BIHAR,Chutra,1998,RICE,,26544,,WINTER,,,,,,
BIHAR,Chutra,1998,POTATO,,19174,,WHOLE YEAR,,,,,,
BIHAR,Chutra,1998,GROUNDNUT,,14,,KHARIF,,,,,,
BIHAR,Chutra,1998,OTHER KHARIF PULSES,,2732,,KHARIF,,,,,,
BIHAR,Chutra,1998,RAPESEED &MUSTARD,,1299,,RABI,,,,,,
BIHAR,Chutra,1998,OTHER RABI PULSES,,337,,RABI,,,,,,
BIHAR,Darbhanga,2002,CORIANDER,125,83,0.66,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,MAIZE,13177,26751,2.03,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,MASOOR,3168,2344,0.74,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,ONION,248,3085,12.44,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,SUNFLOWER,17,25,1.47,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,DRY CHILLIES,110,116,1.05,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,PEAS & BEANS (PULSES),296,267,0.9,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,KESARI,650,534,0.82,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,RICE,92701,89287,0.96,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,MAIZE,5452,10446,1.92,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,RICE,1122,1328,1.18,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,SESAMUM,33,26,0.79,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,SWEET POTATO,81,1115,13.77,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,ONION,283,2638,9.32,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,RAPESEED &MUSTARD,1940,1426,0.74,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,LINSEED,737,441,0.6,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,DRY CHILLIES,18,12,0.67,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,MOONG,6222,4548,0.73,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,BANANA,352,6530,18.55,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,MAIZE,2607,780,0.3,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,GRAM,251,248,0.99,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,PEAS & BEANS (PULSES),435,381,0.88,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,JUTE,,39,,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,WHEAT,69647,120068,1.72,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,GARLIC,8,12,1.5,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,RICE,2657,3841,1.45,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,SUNFLOWER,813,1194,1.47,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,WHEAT,81120,217799,2.68,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,SWEET POTATO,68,1081,15.9,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,ONION,67,573,8.55,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,ARHAR (TUR),371,467,1.26,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,LINSEED,118,100,0.85,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,MESTA,18,78,4.33,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,MESTA,28,142,5.07,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,BANANA,86,825,9.59,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,GARLIC,13,19,1.46,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,POTATO,1920,5552,2.89,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,MAIZE,7220,15133,2.1,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,MOONG,756,475,0.63,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,RICE,93695,41056,0.44,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,MAIZE,1184,2430,2.05,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,MASOOR,2568,1715,0.67,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,MAIZE,11895,39455,3.32,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,BARLEY,176,186,1.06,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,WHEAT,67181,126518,1.88,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,SUNFLOWER,56,78,1.39,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,RICE,72738,65161,0.9,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,ARHAR (TUR),356,265,0.74,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,MAIZE,9928,24671,2.48,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,MAIZE,9079,22533,2.48,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,GRAM,425,223,0.52,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,GRAM,401,365,0.91,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,RICE,100718,102002,1.01,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,OTHER KHARIF PULSES,,214,,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,MOONG,7987,4123,0.52,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,MASOOR,2976,1640,0.55,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,TOBACCO,21,24,1.14,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,MOONG,9578,3707,0.39,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,SESAMUM,9,6,0.67,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,HORSEGRAM,173,96,0.55,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,MESTA,19,93,4.89,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,MAIZE,7671,30178,3.93,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,SUNFLOWER,78,114,1.46,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,BARLEY,147,157,1.07,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,WHEAT,60446,99524,1.65,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,KESARI,3347,1550,0.46,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,SUGARCANE,221,9816,44.42,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,KESARI,773,447,0.58,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,MOONG,10465,5772,0.55,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,OTHER RABI PULSES,19073,12269,0.64,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,CORIANDER,56,22,0.39,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,DRY CHILLIES,116,119,1.03,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,BANANA,89,743,8.35,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,GRAM,1538,1529,0.99,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,DRY CHILLIES,37,19,0.51,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,HORSEGRAM,173,117,0.68,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,RICE,55678,55900,1,WINTER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,KESARI,3234,2432,0.75,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,POTATO,3199,40227,12.57,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,MAIZE,3305,10011,3.03,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,TOBACCO,3,3,1,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,BARLEY,146,151,1.03,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,WHEAT,79760,184301,2.31,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,RICE,3705,5241,1.41,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,GRAM,988,800,0.81,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,HORSEGRAM,11,7,0.64,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,RICE,1081,2169,2.01,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,SUNFLOWER,67,98,1.46,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,PEAS & BEANS (PULSES),192,207,1.08,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,MAIZE,2344,7074,3.02,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,KESARI,961,564,0.59,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,MOONG,284,208,0.73,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,LINSEED,1413,793,0.56,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,KESARI,944,551,0.58,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,MAIZE,3421,8687,2.54,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,RICE,114192,103179,0.9,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,SWEET POTATO,206,2598,12.61,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,POTATO,285,1824,6.4,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,LINSEED,370,290,0.78,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,RICE,20007,13242,0.66,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,MAIZE,13465,37287,2.77,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,ARHAR (TUR),191,187,0.98,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,RICE,113070,101851,0.9,WINTER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,SESAMUM,42,30,0.71,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,GARLIC,25,38,1.52,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,JOWAR,,20,,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,SMALL MILLETS,,6,,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,MAIZE,7044,18822,2.67,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,MOONG,10209,3953,0.39,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,RICE,94065,70097,0.75,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,KESARI,1294,617,0.48,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,BANANA,84,1800,21.43,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,MOONG,631,246,0.39,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,RICE,72415,68231,0.94,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,POTATO,3397,39047,11.49,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,POTATO,3250,33115,10.19,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,RICE,15146,15757,1.04,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,MAIZE,876,1537,1.75,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,GARLIC,30,45,1.5,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,SUGARCANE,689,24354,35.35,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,PEAS & BEANS (PULSES),361,332,0.92,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,HORSEGRAM,20,10,0.5,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,MAIZE,2212,2885,1.3,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,OTHER RABI PULSES,53,39,0.74,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,MAIZE,8902,19419,2.18,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,GRAM,68,57,0.84,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,RICE,70987,80021,1.13,WINTER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,POTATO,2558,22083,8.63,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,MOONG,470,322,0.69,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,SESAMUM,33,24,0.73,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,CORIANDER,79,55,0.7,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,WHEAT,59395,65825,1.11,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,MAIZE,5484,14302,2.61,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,RAPESEED &MUSTARD,1923,750,0.39,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,RICE,32989,10431,0.32,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,RICE,18926,11073,0.59,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,RICE,28005,30023,1.07,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,MOONG,140,72,0.51,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,JOWAR,,23,,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,BARLEY,203,227,1.12,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,MAIZE,8048,16273,2.02,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,SUGARCANE,498,23363,46.91,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,RICE,69407,96740,1.39,WINTER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,ONION,180,1816,10.09,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,TOBACCO,18,14,0.78,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,LINSEED,1412,1048,0.74,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,POTATO,3296,32004,9.71,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,MAIZE,2006,4126,2.06,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,RICE,27721,25533,0.92,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,SUGARCANE,431,15375,35.67,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,URAD,112,83,0.74,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,BANANA,89,1072,12.04,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,RICE,56659,48341,0.85,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,SWEET POTATO,8,39,4.88,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,SWEET POTATO,8,105,13.13,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,MASOOR,2690,2020,0.75,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,ARHAR (TUR),273,321,1.18,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,LINSEED,46,39,0.85,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,SWEET POTATO,38,386,10.16,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,RICE,846,979,1.16,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,SUGARCANE,1822,41168,22.59,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,HORSEGRAM,24,18,0.75,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,MAIZE,2497,3992,1.6,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,URAD,77,50,0.65,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,SUGARCANE,105,3068,29.22,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,SMALL MILLETS,,4,,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,RICE,3189,4700,1.47,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,BANANA,88,717,8.15,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,BARLEY,242,164,0.68,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,MAIZE,1049,1606,1.53,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,SESAMUM,11,11,1,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,MOONG,12212,6973,0.57,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,RICE,96719,42623,0.44,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,BANANA,100,2372,23.72,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,WHEAT,60417,105933,1.75,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,MASOOR,3102,2019,0.65,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,SWEET POTATO,236,2551,10.81,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,LINSEED,119,98,0.82,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,ARHAR (TUR),141,137,0.97,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,MAIZE,9734,20393,2.1,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,MAIZE,2027,2181,1.08,AUTUMN,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,MOONG,7429,3202,0.43,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,WHEAT,73492,97345,1.32,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,RICE,19440,20077,1.03,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,PEAS & BEANS (PULSES),246,237,0.96,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,MAIZE,2411,5801,2.41,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,GRAM,747,409,0.55,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,MAIZE,1246,1915,1.54,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,MAIZE,10825,21055,1.95,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,PEAS & BEANS (PULSES),267,248,0.93,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,SANNHAMP,,2,,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,BARLEY,26,28,1.08,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,GARLIC,39,58,1.49,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,RAGI,1738,1783,1.03,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,ONION,243,2107,8.67,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,MASOOR,3540,2503,0.71,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,ARHAR (TUR),331,276,0.83,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,RAGI,961,1212,1.26,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2000,BARLEY,116,136,1.17,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2006,RICE,74855,65429,0.87,TOTAL,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2008,PEAS & BEANS (PULSES),183,176,0.96,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,URAD,128,75,0.59,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,LINSEED,1453,885,0.61,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,BAJRA,,51,,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,RICE,933,1063,1.14,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,POTATO,2559,23361,9.13,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2005,WHEAT,64028,71660,1.12,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,SMALL MILLETS,,2,,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,KESARI,3030,1579,0.52,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,RAGI,988,191,0.19,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2003,MAIZE,727,854,1.17,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1998,ARHAR (TUR),959,1106,1.15,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,TOBACCO,19,21,1.11,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,SUGARCANE,95,1824,19.2,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,ARHAR (TUR),881,537,0.61,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,DRY CHILLIES,103,83,0.81,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,RAGI,1866,481,0.26,KHARIF,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,MAIZE,5572,8759,1.57,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,MOONG,9902,5476,0.55,SUMMER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,WHEAT,66303,99172,1.5,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2004,OTHER RABI PULSES,48,50,1.04,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2001,TURMERIC,9,6,0.67,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2007,RICE,61112,26996,0.44,WINTER,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,2002,KESARI,1922,1115,0.58,RABI,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,SWEET POTATO,230,3737,16.25,WHOLE YEAR,7.45,0.6,250,27.5,200,1245
BIHAR,Darbhanga,1999,ARHAR (TUR),872,901,1.03,KHARIF,7.45,0.6,250,27.5,200,1245
