,disease,area_affected,crop,stage,yield
4587,11,47.57629108,2,1,0.1336213142
4588,13,0.5298682142,2,0,0.7586521715
4589,11,78.89915619,2,2,0.1291821967
4590,13,18.41704131,2,1,0.1319651952
4591,13,20.32123744,2,2,0.1200528922
4592,13,44.63008828,2,0,0.1253103913
4593,11,36.32256852,2,1,0.1403387794
4594,13,98.03239338,2,1,0.1094368519
4595,11,87.00679965,2,2,0.1289524944
4596,13,8.787552313,2,0,0.2097483056
4597,11,73.12273797,2,0,0.1364931273
4598,11,22.1027168,2,1,0.1461640387
4599,12,37.30593027,2,1,0.2140245882
4600,11,87.97579036,2,1,0.1323440178
4601,13,5.678712814,2,1,0.1864618089
4602,12,65.62366969,2,0,0.2242482477
4603,13,78.27512045,2,1,0.1089997016
4604,13,62.99101338,2,2,0.1087410338
4605,12,71.94948728,2,2,0.2067149441
4606,11,22.74674636,2,2,0.1380916122
4607,12,40.97970213,2,1,0.2091334382
4608,13,7.312253512,2,2,0.1484017261
4609,12,45.81171874,2,1,0.2094197671
4610,13,70.34537454,2,2,0.1107873621
4611,12,58.05591951,2,2,0.2051615632
4612,11,74.30841883,2,1,0.1310268031
4613,13,70.31918308,2,0,0.1186975534
4614,13,78.48449251,2,1,0.1126993037
4615,12,96.03704957,2,2,0.1976477587
4616,13,91.36640959,2,2,0.1090819309
4617,11,6.945842449,2,2,0.169673205
4618,12,62.53486414,2,1,0.210253299
4619,13,67.90445126,2,1,0.1122590619
4620,13,23.71722439,2,2,0.1183342593
4621,12,59.72821372,2,2,0.2054288558
4622,11,84.46056973,2,2,0.1305290478
4623,12,34.8157249,2,0,0.2266187868
4624,12,68.85378011,2,0,0.2133218619
4625,13,44.90302148,2,1,0.1160674608
4626,11,36.65083656,2,2,0.1347911264
4627,11,0.7732404871,2,2,0.4261168232
4628,12,57.45453257,2,1,0.2055069593
4629,11,90.31086775,2,2,0.1278513743
4630,11,25.56280746,2,1,0.1434587956
4631,13,76.57580428,2,0,0.1186241675
4632,12,64.73984424,2,2,0.2024281214
4633,12,38.46711647,2,0,0.2295493124
4634,11,93.86767036,2,1,0.1321861133
4635,12,14.58193351,2,2,0.2221674488
4636,13,67.87433442,2,2,0.1094879957
4637,11,27.07824154,2,0,0.1610502156
4638,12,72.67725933,2,1,0.2075738423
4639,12,46.21897304,2,0,0.2164399242
4640,13,42.98132723,2,0,0.1295913251
4641,11,6.841459866,2,2,0.1693359165
4642,12,35.34071574,2,2,0.2118920503
4643,11,77.85475716,2,2,0.1308111095
4644,11,45.06877985,2,1,0.1376694103
4645,11,3.485456815,2,1,0.2484189561
4646,12,77.54821126,2,0,0.2198406283
4647,12,76.28279309,2,0,0.2050407364
4648,11,93.40235556,2,0,0.1361436246
4649,12,44.54210829,2,2,0.2089486018
4650,13,51.4095382,2,2,0.1126796464
4651,11,55.26088942,2,1,0.1342771342
4652,12,73.3741523,2,2,0.2037868898
4653,11,44.76423147,2,0,0.1499649027
4654,13,32.60278078,2,2,0.1167764094
4655,12,36.66327411,2,0,0.2253685546
4656,11,80.95508069,2,0,0.1372477382
4657,11,66.88095338,2,0,0.141778332
4658,12,56.89099321,2,2,0.2033139362
4659,12,71.50209517,2,1,0.2056218976
4660,13,21.23634896,2,0,0.1500900313
4661,11,94.82035317,2,1,0.1296193268
4662,12,95.22053459,2,0,0.2076112542
4663,13,51.56655485,2,2,0.1113260766
4664,11,94.01725746,2,2,0.1312560294
4665,11,72.33974623,2,1,0.128518837
4666,12,46.30590364,2,0,0.2147554071
4667,12,70.41956468,2,2,0.2027399173
4668,13,23.16396193,2,1,0.1267049173
4669,12,30.90546929,2,1,0.2242504331
4670,11,41.11956032,2,2,0.1337880301
4671,13,64.97467844,2,1,0.1126299701
4672,12,29.29164167,2,0,0.2320321019
4673,12,90.44246784,2,2,0.2037824252
4674,11,77.92044474,2,2,0.1300147258
4675,12,94.76371877,2,1,0.2095330422
4676,11,36.22110323,2,1,0.1396636223
4677,12,84.91522391,2,0,0.2144222886
4678,11,75.8727517,2,1,0.1321315784
4679,11,92.32567242,2,1,0.1302687137
4680,13,51.43046886,2,2,0.1110280187
4681,11,42.67036438,2,2,0.1327892845
4682,11,42.64326579,2,0,0.1494589113
4683,11,22.17235166,2,1,0.1476210338
4684,13,18.03711726,2,2,0.122721538
4685,12,93.2107628,2,1,0.2001843237
4686,12,22.96934363,2,1,0.2219270401
4687,12,2.158286435,2,0,0.5176948244
4688,12,26.92760171,2,1,0.2207264431
4689,12,85.34703623,2,2,0.2083884919
4690,13,94.58241779,2,0,0.1150964478
4691,12,20.53385498,2,2,0.2173098774
4692,11,89.18182436,2,1,0.132245282
4693,12,9.231231264,2,2,0.2404620627
4694,11,33.92813936,2,0,0.1543974484
4695,12,13.61006734,2,2,0.2329603679
4696,12,99.51358414,2,2,0.2036746211
4697,12,82.07793894,2,1,0.2087751678
4698,13,1.716279915,2,0,0.4742541963
4699,13,83.62444221,2,2,0.111215976
4700,11,49.5629143,2,2,0.1338848342
4701,11,69.01508817,2,0,0.1402521433
4702,11,64.0296365,2,2,0.129760863
4703,13,56.84416554,2,1,0.1156033397
4704,13,95.24188909,2,2,0.1080545501
4705,13,13.83700099,2,2,0.1314316182
4706,11,99.06107438,2,1,0.129190738
4707,12,97.33792841,2,1,0.2072053152
4708,11,92.86857893,2,1,0.1278240262
4709,12,87.22795377,2,2,0.2052925202
4710,13,51.41767818,2,2,0.1108852669
4711,13,33.0919672,2,1,0.1197660373
4712,11,99.16332784,2,2,0.1270719926
4713,12,51.17683916,2,1,0.2097249724
4714,12,34.26867994,2,1,0.2118583346
4715,12,91.01399179,2,0,0.2104937534
4716,13,20.42497235,2,0,0.1500315881
4717,13,4.997519076,2,0,0.2724536188
4718,11,71.56390984,2,1,0.1316262146
4719,11,30.38230554,2,1,0.1407201975
4720,13,40.99578994,2,2,0.1125316457
4721,11,24.76880159,2,1,0.143182982
4722,12,69.77909679,2,2,0.2044059302
4723,12,67.37699879,2,0,0.2073317543
4724,11,52.55827099,2,2,0.1315884672
4725,13,46.85708155,2,1,0.1167877549
4726,11,44.0461307,2,0,0.1457169979
4727,11,52.09069493,2,1,0.1361199422
4728,13,92.93262888,2,0,0.1147727715
4729,12,84.52274901,2,0,0.2041364529
4730,11,98.22501676,2,1,0.1297938486
4731,13,87.05840183,2,0,0.1175941342
4732,12,81.87971738,2,1,0.2039987425
4733,11,52.28883954,2,0,0.1460768332
4734,11,13.89875499,2,2,0.1490007742
4735,11,76.63951911,2,0,0.1384859537
4736,13,22.53712605,2,0,0.1469051447
4737,13,64.22861724,2,1,0.1140211708
4738,11,6.817217816,2,0,0.2522916919
4739,12,54.81823376,2,2,0.2006841298
4740,11,53.0954874,2,1,0.1364329843
4741,12,60.9483511,2,0,0.2150396165
4742,12,12.14055219,2,0,0.2723988608
4743,12,43.32326161,2,2,0.2073510753
4744,11,36.23624177,2,0,0.1522799516
4745,12,62.6416224,2,1,0.2101599903
4746,11,87.19686012,2,1,0.1305157249
4747,11,20.99829208,2,0,0.1745357813
4748,13,33.46952998,2,2,0.1126214312
4749,12,44.78545906,2,1,0.2051756854
4750,13,41.81891599,2,1,0.1167727729
4751,11,15.61501857,2,2,0.1456998828
4752,13,74.70503961,2,1,0.109734165
4753,12,54.19711437,2,0,0.218076804
4754,11,58.08975074,2,2,0.1288822786
4755,11,88.38260497,2,1,0.1292615236
4756,12,59.58253883,2,1,0.2106841631
4757,13,1.620196705,2,1,0.3406119126
4758,12,42.91819276,2,1,0.2179475303
4759,11,36.90967153,2,1,0.1407784222
4760,11,17.40714092,2,2,0.1473503235
4761,11,78.08760951,2,2,0.1309814553
4762,12,20.7919282,2,0,0.2454480145
4763,13,93.29811354,2,2,0.1069750042
4764,13,15.21608431,2,0,0.1667364209
4765,12,66.19170342,2,2,0.2093089821
4766,11,35.18513483,2,1,0.1399234712
4767,12,15.81496092,2,2,0.2284757394
4768,13,82.17550372,2,2,0.1092659723
4769,13,96.526928,2,1,0.1108258388
4770,13,81.26108753,2,1,0.1102524463
4771,13,79.40672744,2,2,0.1120631855
4772,13,93.41290068,2,0,0.1155445513
4773,11,94.77330553,2,0,0.1369246546
4774,11,6.513032047,2,0,0.2590413691
4775,12,89.61413196,2,1,0.2073658236
4776,11,19.06875357,2,2,0.1404648155
4777,13,41.67661128,2,2,0.1146358592
4778,12,51.51130693,2,1,0.2087260157
4779,12,98.36770863,2,2,0.1934585944
4780,13,87.49010813,2,1,0.1125651021
4781,12,20.20047707,2,1,0.2195305579
4782,11,22.99491768,2,0,0.1622421624
4783,13,95.22900501,2,1,0.1109781352
4784,11,3.582007772,2,2,0.2088421917
4785,13,70.39446292,2,0,0.1198658344
4786,13,12.0897048,2,1,0.1452337455
4787,11,48.12860885,2,0,0.1446610194
4788,11,67.20630712,2,1,0.1348014594
4789,12,42.50164253,2,1,0.2119772714
4790,11,24.02971715,2,1,0.144605807
4791,12,23.3554984,2,2,0.2113016591
4792,12,61.12130197,2,1,0.2122876352
4793,12,70.00622894,2,0,0.2111931487
4794,11,57.56303025,2,0,0.1408137404
4795,11,63.63300446,2,1,0.1328718631
4796,13,32.7203196,2,0,0.1362900254
4797,13,83.72432762,2,1,0.1107914757
4798,13,12.01550619,2,0,0.1812332931
4799,13,67.38250322,2,2,0.1115614623
4800,11,82.48757603,2,1,0.1314122608
4801,11,43.40010037,2,0,0.1490090989
4802,11,34.80768332,2,2,0.1363867451
4803,12,94.84919287,2,2,0.2102683283
4804,12,90.46980581,2,2,0.2042193283
4805,12,97.41469833,2,0,0.2120805967
4806,12,94.61517167,2,2,0.1952526371
4807,11,7.636018238,2,2,0.1664588098
4808,11,3.749365224,2,1,0.2450204559
4809,12,22.54963847,2,2,0.211045958
4810,11,10.99495283,2,1,0.1697615607
4811,11,52.94879352,2,2,0.1306176256
4812,13,61.26174943,2,2,0.1110770605
4813,12,7.77113051,2,1,0.2534808321
4814,12,16.73325938,2,2,0.2250849244
4815,11,6.374386766,2,0,0.2632847318
4816,12,35.1877694,2,1,0.2091688775
4817,12,11.04085688,2,2,0.2291524102
4818,11,69.98771755,2,1,0.1332335154
4819,13,33.51693596,2,0,0.1341308335
4820,12,75.93728072,2,2,0.207258576
4821,11,37.37033927,2,0,0.1490354666
4822,12,10.49430809,2,1,0.2422164563
4823,11,53.30986161,2,1,0.1355123629
4824,11,67.43361292,2,2,0.1313785962
4825,11,43.91629192,2,2,0.1336881661
4826,12,96.54389673,2,1,0.2070748134
4827,12,80.12401633,2,1,0.2068212831
4828,11,52.8680445,2,1,0.1290403355
4829,13,65.49145044,2,0,0.1222992642
4830,11,40.7347689,2,2,0.1314688242
4831,11,53.01368783,2,2,0.1319349723
4832,12,37.0565871,2,0,0.2241645338
4833,12,89.67201407,2,2,0.197153606
4834,11,31.49125239,2,2,0.1363606605
4835,13,86.51420935,2,0,0.1165756799
4836,11,9.892895188,2,2,0.1581022299
4837,11,74.45078317,2,0,0.1391929641
4838,12,29.12075794,2,2,0.2099138066
4839,11,53.01467879,2,2,0.1346551789
4840,13,77.27220919,2,1,0.1107335933
4841,11,9.624230698,2,2,0.1578038332
4842,11,55.6554903,2,1,0.1339343108
4843,13,84.19129159,2,1,0.1094716999
4844,13,52.37086362,2,1,0.1156264776
4845,13,80.54612572,2,2,0.1087961504
4846,13,97.64733058,2,0,0.1155417801
4847,11,42.5309765,2,2,0.1330478603
4848,12,29.95101546,2,2,0.2144715695
4849,12,22.78840529,2,0,0.2460110736
4850,11,30.11861826,2,1,0.1421897573
4851,13,96.63816039,2,0,0.1153538367
4852,12,20.51593643,2,2,0.2220743708
4853,12,8.613253475,2,0,0.3049026268
4854,12,13.15860095,2,2,0.2295723269
4855,13,7.382865816,2,2,0.1481943964
4856,12,89.41942497,2,0,0.2082662784
4857,13,76.77824378,2,2,0.1090592608
4858,12,83.44481255,2,1,0.2070621878
4859,13,87.09562889,2,1,0.1111719572
4860,13,16.31192626,2,0,0.1606641563
4861,13,58.61882307,2,1,0.1132442272
4862,11,32.15020621,2,0,0.1566015703
4863,12,43.34107982,2,0,0.2140565224
4864,13,27.04810741,2,2,0.1196773803
4865,13,41.06531747,2,2,0.1137711019
4866,12,5.596875094,2,0,0.346332688
4867,13,94.02896508,2,1,0.1095539063
4868,11,11.6686198,2,1,0.1665388231
4869,13,29.9949916,2,2,0.1155845983
4870,11,89.90754405,2,2,0.1256489952
4871,11,21.60946673,2,0,0.1679537679
4872,12,22.04980136,2,1,0.2232716232
4873,13,41.98581281,2,0,0.1296976699
4874,12,14.73548436,2,0,0.2668368218
4875,12,75.38942251,2,1,0.213632989
4876,12,39.07274257,2,2,0.2031044053
4877,13,54.26605832,2,1,0.1153451172
4878,12,58.23200235,2,1,0.2070821196
4879,11,80.52074604,2,1,0.132649361
4880,13,71.20409074,2,2,0.1116080796
4881,13,97.0517081,2,0,0.1169420816
4882,11,42.75544549,2,0,0.1461139445
4883,11,0.3396104644,2,0,0.87201787
4884,13,93.43876258,2,1,0.1111929036
4885,13,4.584284517,2,1,0.2043483603
4886,11,55.21259392,2,1,0.1316516542
4887,11,37.12239205,2,0,0.1513973557
4888,11,29.90673671,2,1,0.140414104
4889,11,78.45296461,2,0,0.1363485108
4890,13,23.30863872,2,2,0.1205309377
4891,12,93.39971641,2,2,0.2022655315
4892,11,45.28135639,2,0,0.1459756831
4893,11,73.88129888,2,1,0.1308735418
4894,12,73.56824647,2,0,0.2090117093
4895,12,35.25048559,2,2,0.2012141849
4896,13,79.6718125,2,2,0.1093287166
4897,13,93.58700039,2,0,0.1162120271
4898,12,72.11293278,2,0,0.2222747332
4899,12,46.58170848,2,1,0.2070433454
4900,11,53.31530169,2,1,0.1348410734
4901,11,22.26341463,2,0,0.1693314558
4902,13,10.89374323,2,1,0.1531200318
4903,12,60.35940731,2,2,0.207247939
4904,12,66.21424328,2,2,0.2077750976
4905,11,58.03693524,2,0,0.1409545045
4906,13,9.845646382,2,0,0.1974167549
4907,11,16.77964808,2,0,0.1813342428
4908,12,50.26608228,2,2,0.1983026775
4909,13,86.59244503,2,0,0.1159126074
4910,11,25.14480706,2,2,0.1379419491
4911,12,18.13421452,2,1,0.230473031
4912,12,49.40390892,2,0,0.2225220201
4913,11,83.1606314,2,0,0.1376461121
4914,11,65.88798665,2,2,0.1298771099
4915,13,67.09100121,2,2,0.1085812937
4916,13,49.67385729,2,1,0.1162524347
4917,13,5.499365453,2,0,0.25809361
4918,13,10.35470579,2,0,0.192811075
4919,12,94.29916364,2,1,0.2045498342
4920,11,67.41330808,2,0,0.1387446826
4921,13,46.80252733,2,2,0.11267414
4922,12,65.3645264,2,2,0.2044700031
4923,11,70.36631932,2,0,0.1389634985
4924,11,6.328870574,2,2,0.1728239919
4925,13,54.42635919,2,2,0.1098278399
4926,12,90.98632703,2,2,0.2033862353
4927,11,81.88506855,2,0,0.1373498862
4928,13,73.41125038,2,0,0.1183664308
4929,13,83.39185588,2,1,0.1090878334
4930,12,16.37767523,2,0,0.2561416437
4931,13,95.42077641,2,2,0.1086070408
4932,13,40.17258879,2,0,0.1270511079
4933,11,30.03421938,2,0,0.1553183407
4934,12,27.75362004,2,2,0.2124133187
4935,12,26.33657898,2,2,0.2108320629
4936,13,65.85196674,2,2,0.1083779961
4937,13,96.8858962,2,0,0.115112542
4938,13,8.228537249,2,1,0.1636450205
4939,13,5.929469377,2,0,0.2462975352
4940,11,23.75751672,2,1,0.1452270967
4941,12,13.86050636,2,0,0.2680888337
4942,12,64.42263844,2,0,0.218339877
4943,11,48.90498032,2,0,0.1438001962
4944,12,17.90760105,2,2,0.2184236074
4945,12,7.876702561,2,0,0.3122804727
4946,11,8.487908268,2,0,0.2309279214
4947,13,32.13190343,2,2,0.1145304166
4948,13,44.95598637,2,1,0.1166985925
4949,11,24.74569262,2,1,0.1461035794
4950,11,80.70567643,2,1,0.1310878716
4951,12,37.64826879,2,1,0.2125439374
4952,11,94.66752358,2,1,0.1301346622
4953,11,0.4402082033,2,1,0.6541259194
4954,13,99.83528284,2,2,0.1076537014
4955,12,55.87090178,2,0,0.2173518398
4956,13,1.250182737,2,0,0.5500932631
4957,11,27.17972406,2,0,0.1616725992
4958,12,82.80649186,2,1,0.2066828169
4959,11,61.28609409,2,1,0.1319839082
4960,11,56.55343473,2,2,0.1293141461
4961,12,56.99198777,2,1,0.2095611264
4962,11,57.82749558,2,2,0.1319212341
4963,12,12.08981681,2,0,0.2752927878
4964,12,32.16225761,2,1,0.2161839995
4965,11,22.58065487,2,0,0.1665907981
4966,12,80.13096608,2,2,0.1993505741
4967,12,55.37282389,2,2,0.1984235733
4968,11,65.30936794,2,2,0.131204179
4969,11,62.6709659,2,1,0.1313882173
4970,12,54.65078842,2,0,0.2259316699
4971,13,57.01782719,2,1,0.1142166028
4972,12,66.69902321,2,1,0.2119742214
4973,13,32.86688998,2,2,0.1160659902
4974,11,9.124223708,2,1,0.1778819127
4975,13,17.13876287,2,0,0.1611434565
4976,11,20.06074164,2,0,0.1724234471
4977,13,9.268244099,2,2,0.1397688667
4978,11,10.41201313,2,1,0.1700572832
4979,12,33.74600795,2,1,0.220675502
4980,11,91.75278633,2,2,0.1267258563
4981,13,5.343398336,2,2,0.1649289793
4982,12,59.08729833,2,2,0.2046671341
4983,12,92.58547332,2,0,0.2083429866
4984,12,71.40734953,2,0,0.2174516506
4985,11,91.15046061,2,2,0.1276998929
4986,11,35.81504998,2,0,0.1523203502
4987,13,54.38593899,2,2,0.1101334553
4988,12,45.45356291,2,2,0.207370955
4989,12,38.09189008,2,0,0.2204202165
4990,12,45.19520501,2,0,0.2250234604
4991,13,96.478978,2,1,0.1093286981
4992,13,89.86943892,2,1,0.1093545889
4993,13,54.42187282,2,0,0.1243169411
4994,12,45.04132293,2,2,0.2194153734
4995,13,38.93349627,2,1,0.1164377963
4996,12,32.07288733,2,2,0.2108918083
4997,11,45.09971268,2,1,0.1349817096
4998,13,83.71286892,2,1,0.110666833
4999,12,43.35820448,2,0,0.2214862516
5000,11,76.83825543,2,0,0.1384558893
5001,12,56.98971356,2,2,0.2063889611
5002,11,30.84211821,2,0,0.1562940573
5003,11,15.66864555,2,2,0.1451872762
5004,11,29.3096736,2,1,0.1429260198
5005,12,40.86681758,2,2,0.212430266
5006,13,32.25452061,2,2,0.1143285074
5007,11,29.34496478,2,2,0.1351058906
5008,11,28.94803525,2,2,0.1365417077
5009,11,6.661744651,2,0,0.2550106017
5010,12,24.51631345,2,2,0.2177337405
5011,13,54.12288716,2,2,0.1109515738
5012,12,9.500820084,2,0,0.2902384283
5013,12,75.66377672,2,0,0.2106064641
5014,13,52.60095104,2,0,0.124051178
5015,12,88.62004483,2,0,0.2123341692
5016,12,48.88643789,2,1,0.2149861362
5017,11,73.08992076,2,0,0.1385700757
5018,11,73.46483526,2,2,0.1298853995
5019,11,8.490408133,2,1,0.1808253553
5020,12,11.69414739,2,2,0.2337518135
5021,11,2.255833371,2,1,0.3058144368
5022,11,16.2379492,2,2,0.1452807446
5023,11,85.48634756,2,1,0.1314571508
5024,11,42.89072589,2,2,0.1320793689
5025,13,19.80996965,2,2,0.1208591523
5026,12,70.69828593,2,0,0.2249277028
5027,13,76.74242612,2,1,0.1126481739
5028,13,37.50067951,2,0,0.1313101362
5029,12,27.41687662,2,2,0.210097307
5030,12,70.83874522,2,1,0.2019880056
5031,11,8.818205816,2,2,0.1607015774
5032,12,6.045326443,2,1,0.2853505472
5033,13,52.20972463,2,2,0.1127232324
5034,13,54.41591405,2,0,0.1236367436
5035,13,34.8104155,2,1,0.1188594918
5036,11,10.15572283,2,2,0.1567830857
5037,11,36.69972341,2,1,0.1374663521
5038,12,71.82135804,2,1,0.2127935302
5039,12,55.62514437,2,2,0.2058810057
5040,12,83.31624309,2,0,0.2104644041
5041,11,68.99700431,2,1,0.1350578663
5042,11,63.97158387,2,1,0.1334599019
5043,13,73.57407591,2,1,0.1108896984
5044,13,53.21581572,2,0,0.1223239017
5045,11,69.46806247,2,1,0.1341216374
5046,12,67.02095929,2,2,0.1986235334
5047,13,87.75269183,2,1,0.1116975465
5048,13,79.27641607,2,0,0.1182528375
5049,13,93.99144622,2,0,0.1166443894
5050,12,87.88301842,2,1,0.2031644673
5051,11,44.94584228,2,1,0.1372481232
5052,13,82.05572162,2,1,0.1110838114
5053,13,80.10745681,2,1,0.111178362
5054,11,99.53011423,2,1,0.1284582086
5055,11,81.99048431,2,1,0.1319236913
5056,13,68.43434708,2,2,0.1110274032
5057,12,54.2255062,2,2,0.2118713819
5058,12,44.81137653,2,2,0.2032655448
5059,11,29.4589052,2,1,0.1412019386
5060,13,72.70871725,2,0,0.1195361618
5061,13,1.942358525,2,0,0.4448592589
5062,11,97.71378615,2,0,0.1324677325
5063,11,84.46161964,2,0,0.1373510501
5064,12,31.68176778,2,0,0.2310857391
5065,12,47.08175342,2,0,0.2269565216
5066,11,3.418685912,2,2,0.2166246462
5067,12,37.488811,2,1,0.2144081381
5068,13,8.475696125,2,2,0.1417529934
5069,13,66.88253238,2,0,0.1195502867
5070,11,1.812475473,2,1,0.3405965489
5071,11,0.8884456451,2,2,0.4001864307
5072,13,9.730947862,2,1,0.1540303827
5073,13,58.87747129,2,0,0.1202869435
5074,11,29.53935143,2,1,0.1454655457
5075,13,50.57426844,2,2,0.1108720874
5076,11,75.36104422,2,2,0.1311528685
5077,12,75.5788093,2,2,0.2075795737
5078,11,28.95909238,2,2,0.1389110482
5079,12,17.42689194,2,1,0.2258052661
5080,12,14.66146576,2,1,0.2258948078
5081,12,45.12293054,2,1,0.2118852572
5082,11,73.85632834,2,0,0.1386819125
5083,12,87.10874043,2,1,0.2095875863
5084,11,65.75892007,2,2,0.1293442535
5085,11,5.658298242,2,0,0.2739710766
5086,13,73.70372628,2,1,0.1116105107
5087,13,0.1574177495,2,0,0.9705575248
5088,13,4.565781798,2,2,0.1728836503
5089,11,7.142566556,2,0,0.2466413607
5090,13,8.624900979,2,0,0.2076955457
5091,13,26.88000843,2,0,0.139505111
5092,12,49.68600672,2,2,0.2050730066
5093,11,50.91403821,2,1,0.1342517465
5094,12,60.51345103,2,0,0.2155783585
5095,12,32.28284063,2,2,0.2099120746
5096,12,10.73769092,2,0,0.2892051879
5097,12,12.54415893,2,2,0.224549424
5098,11,47.47606116,2,1,0.1371661229
5099,11,9.493587268,2,1,0.1746119366
5100,12,5.472992829,2,2,0.2563659161
5101,13,80.2576071,2,2,0.1093049538
5102,13,32.23442952,2,2,0.1166271843
5103,13,24.53883385,2,2,0.1170687241
5104,13,85.59900844,2,0,0.1157828767
5105,11,19.96229763,2,2,0.1413252554
5106,13,93.36665684,2,0,0.1163767387
5107,13,87.92378548,2,0,0.1156849494
5108,11,65.47807459,2,0,0.1398869191
5109,12,7.699291923,2,2,0.2378301318
5110,12,24.74145829,2,2,0.2164122534
5111,11,46.27152788,2,1,0.1370609467
5112,13,14.83177952,2,0,0.1692089116
5113,13,56.99435577,2,2,0.1114645982
5114,12,91.92965959,2,0,0.2151738785
5115,11,82.36056003,2,1,0.1333650226
5116,11,56.3452821,2,1,0.1333146436
5117,12,87.14733778,2,1,0.2025852111
5118,12,84.80479492,2,0,0.2078453243
5119,11,28.13110598,2,2,0.1355492734
5120,11,74.55929321,2,1,0.1307868211
5121,11,78.0814407,2,0,0.1359697148
5122,12,18.35812502,2,2,0.2224868676
5123,13,52.34448702,2,1,0.1125491222
5124,11,85.61995698,2,2,0.1309544952
5125,12,39.03748504,2,0,0.2246675381
5126,11,62.25489859,2,0,0.140609407
5127,13,60.95893287,2,2,0.1118431263
5128,13,52.54419419,2,0,0.1226939962
5129,13,34.39668822,2,1,0.1201473941
5130,13,29.76256129,2,2,0.1168549289
5131,11,7.836248578,2,2,0.1657166463
5132,12,11.91782194,2,0,0.2789017052
5133,12,2.455366798,2,0,0.4877493166
5134,13,85.45870019,2,1,0.1101597768
5135,12,35.71153496,2,2,0.2123878339
5136,12,59.6957399,2,0,0.2120086042
5137,12,91.89815121,2,0,0.2080564785
5138,12,58.06807846,2,0,0.2113530834
5139,11,25.97081078,2,0,0.1607615409
5140,12,46.7016278,2,1,0.207542994
5141,12,48.53925752,2,0,0.22570591
5142,11,63.1918075,2,0,0.1413153144
5143,12,91.63822632,2,0,0.2079628562
5144,11,82.54004174,2,0,0.1369896239
5145,13,76.4559127,2,2,0.1088331761
5146,11,57.16361814,2,0,0.1430480661
5147,11,75.04327245,2,0,0.1381494872
5148,13,31.1018986,2,1,0.1235333568
5149,12,67.20027506,2,0,0.2218716133
5150,11,77.98925734,2,1,0.1293291638
5151,12,5.11285648,2,1,0.2897012162
5152,12,93.91570198,2,0,0.2080926733
5153,12,65.60409098,2,1,0.2089061828
5154,13,78.21772438,2,1,0.1110764479
5155,12,83.59855183,2,0,0.2147785445
5156,12,0.5085597004,2,1,0.6961829774
5157,11,99.92938032,2,2,0.1303566702
5158,12,17.44054851,2,1,0.2301482501
5159,12,99.83052092,2,1,0.2018063425
5160,13,38.31936941,2,0,0.1306471724
5161,11,23.15863449,2,0,0.1660179457
5162,12,31.72528716,2,1,0.217780461
5163,11,43.84179761,2,2,0.133395508
5164,11,50.63541297,2,1,0.1347115028
5165,12,54.98685264,2,1,0.2006371114
5166,12,1.519770778,2,2,0.380052597
5167,12,69.62964076,2,0,0.2057871886
5168,13,75.21987016,2,0,0.1194517457
5169,11,0.2825893001,2,0,0.9065528084
5170,12,88.17697739,2,1,0.197540094
5171,13,7.417120715,2,1,0.1682475861
5172,11,63.79584525,2,2,0.1297315896
5173,12,20.22545768,2,0,0.2482024246
5174,13,42.64743722,2,0,0.1290740148
5175,11,9.842193077,2,0,0.217404421
5176,12,96.71353494,2,1,0.2048413746
5177,13,10.27924245,2,1,0.1513282207
5178,12,64.42326833,2,0,0.2147946456
5179,13,16.91102684,2,0,0.1619913275
5180,12,73.14824192,2,2,0.2038440824
5181,11,93.14294947,2,0,0.1358179103
5182,12,98.46568526,2,1,0.2025158213
5183,13,54.11877627,2,2,0.1112509976
5184,12,43.85691395,2,2,0.1983004835
5185,12,84.68743666,2,0,0.2146331279
5186,12,21.33020827,2,1,0.2230766582
5187,12,82.11115457,2,0,0.2102942674
5188,12,19.72992562,2,2,0.206500045
5189,11,66.89778188,2,0,0.1375139169
5190,11,38.5116873,2,1,0.1372592897
5191,11,78.88078797,2,0,0.1382487557
5192,13,41.98053651,2,2,0.1128709856
5193,11,23.39010868,2,1,0.1468259481
5194,12,17.63563772,2,0,0.2453951289
5195,13,43.53276893,2,0,0.1276454881
5196,11,84.5567044,2,1,0.1321799894
5197,12,6.97345963,2,1,0.262862423
5198,11,43.94418496,2,1,0.1367495285
5199,11,21.38751357,2,1,0.1465904559
5200,13,83.60278573,2,1,0.111484419
5201,11,15.11036761,2,0,0.188312425
5202,12,37.34724505,2,2,0.205963593
5203,12,4.371149463,2,0,0.3865291752
5204,12,98.89803767,2,0,0.2123438944
5205,13,50.13229799,2,1,0.1135404175
5206,13,19.76825582,2,1,0.1302021576
5207,13,4.668129261,2,2,0.171494894
5208,11,85.65256912,2,1,0.1325993621
5209,12,64.19218618,2,2,0.2033293048
5210,13,43.25458318,2,1,0.1170433526
5211,11,46.63836827,2,0,0.1456790734
5212,12,3.049375158,2,2,0.3025104879
5213,12,55.83696383,2,2,0.2011544829
5214,13,0.220899405,2,0,0.9251414297
5215,13,51.42130024,2,0,0.1251512382
5216,12,27.16927182,2,2,0.212679654
5217,13,68.57981825,2,2,0.109304924
5218,13,5.344207703,2,0,0.2615787836
5219,11,27.8727115,2,1,0.1427130961
5220,13,90.57058363,2,1,0.1124678712
5221,11,73.94048784,2,1,0.133217114
5222,13,10.30210836,2,0,0.1947464345
5223,13,11.40691333,2,1,0.1480241427
